color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Alfonso Cuarón,738,91,0,13,Basher Savage,39,274084951,Adventure|Drama|Sci-Fi|Thriller,Phaldut Sharma,Gravity ,582917,87,Amy Warren,0,box office hit|long take|sole survivor|space|space station,http://www.imdb.com/title/tt1454468/?ref_=fn_tt_tt_1,1885,English,UK,PG-13,100000000,2013,23,7.8,2.35,147000
Color,Milos Forman,149,133,869,425,Michael Berryman,888,112000000,Drama,Scatman Crothers,One Flew Over the Cuckoo's Nest ,680041,2176,Louise Fletcher,0,1960s|escape|mental institution|nurse|sexuality,http://www.imdb.com/title/tt0073486/?ref_=fn_tt_tt_1,760,English,USA,R,4400000,1975,721,8.7,1.85,32000
Color,Matt Reeves,390,116,198,884,Dylan Minnette,17000,12134420,Drama|Fantasy|Horror|Mystery,Chloë Grace Moretz,Let Me In ,92237,20258,Kodi Smit-McPhee,0,blood|boy|night|school|vampire,http://www.imdb.com/title/tt1228987/?ref_=fn_tt_tt_1,366,English,UK,R,20000000,2010,1000,7.2,2.35,25000
Color,Peter Lord,238,88,91,591,Russell Tovey,4000,31051126,Adventure|Animation|Comedy|Family,Salma Hayek,The Pirates! Band of Misfits ,36877,6254,Brian Blessed,0,charles darwin|cutlass|pirate|queen victoria|scientist,http://www.imdb.com/title/tt1430626/?ref_=fn_tt_tt_1,101,English,UK,PG,55000000,2012,796,6.7,2.35,0
Color,Zach Braff,205,102,0,294,Michael Weston,625,26781723,Comedy|Drama|Romance,Armando Riesco,Garden State ,187595,1655,Jill Flint,3,actor|doctor|drugs|home|pain,http://www.imdb.com/title/tt0333766/?ref_=fn_tt_tt_1,978,English,USA,R,2500000,2004,379,7.6,2.35,0
Color,Rob Letterman,218,103,11,543,Dylan Minnette,2000,80021740,Adventure|Comedy|Family|Fantasy|Horror,Odeya Rush,Goosebumps ,47968,5497,Ken Marino,4,based on book|blob|ferris wheel|manuscript|monster,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,154,English,USA,PG,58000000,2015,1000,6.4,2.35,35000
Color,Nicholas Hytner,112,109,13,480,Russell Tovey,3000,2706659,Comedy|Drama,Dominic Cooper,The History Boys ,17770,5977,James Corden,0,gay|headmaster|oxford|school|teacher,http://www.imdb.com/title/tt0464049/?ref_=fn_tt_tt_1,172,English,UK,R,2000000,2006,796,6.9,1.85,0
Color,Shyam Madiraju,5,90,0,708,Ethan Peck,1000,,Drama|Thriller,Jessica Lowndes,Eden ,1351,3799,Brad Schmidt,2,flare gun|island|plane crash|soccer team|stranded,http://www.imdb.com/title/tt3032282/?ref_=fn_tt_tt_1,4,English,Spain,R,,2015,800,4.8,,452
Color,Danny Boyle,134,94,0,557,Shirley Henderson,2000,16501785,Drama,Kelly Macdonald,Trainspotting ,469561,3559,Ewen Bremner,4,drug culture|drugs|filthy toilet|heroin addict|heroin withdrawal,http://www.imdb.com/title/tt0117951/?ref_=fn_tt_tt_1,514,English,UK,R,3500000,1996,887,8.2,1.85,21000
Color,Gary Ross,79,139,378,303,Donald Watkins,11000,20389967,Action|Biography|Drama|History|War,Matthew McConaughey,Free State of Jones ,3077,12786,Jessica Collins,1,american civil war|civil war|u.s. civil war,http://www.imdb.com/title/tt1124037/?ref_=fn_tt_tt_1,47,English,USA,R,50000000,2016,552,6.7,1.85,10000
